F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
UK,347.94,-105.87,-2292.99,20564.01,8.15,78.4,-7.98,15,Very low,929.3,1.32,-2.68,50.43,151.78,3,0
USA,-1228.56,-72.25,-3270.18,17350.62,2.3,84.2,-5.62,6,Very high,3.86,16.68,-3.26,2.73,104.18,3,3597.14
Rest,251.13,-154.87,-2396.76,30087.33,0.53,102.86,-4.44,12,Medium,0,19.86,-4.65,31.05,164.94,3,181.32
USA,-488.79,-118.77,-2243.28,24717.27,1.43,85.28,-10.69,18,Very low,0,16.3,-5.49,29.58,93.48,6,298.69
Rest,-984.33,-60.55,-2724.57,17131.5,14.09,101.7,0.92,0,Very high,1.7,5.16,-4.95,12.69,146.76,1,1351.77
USA,-754.5,-74.21,-1960.02,51670.95,3.43,71.8,-4.4,6,Medium,12.54,6.5,-3.59,20.7,139.72,6,1398.09
Europe,-1094.67,-93.52,-3299.55,14496.12,8.96,47.72,-7.61,12,High,3.16,15.32,-4.4,32.88,127.5,3,2505.65
USA,-257.94,-66.94,-1523.73,22996.44,8.28,-23.32,-6.03,3,High,9.08,12.42,-3.23,33.36,174.5,1,3616.82
Europe,-689.37,-109.22,-1527.3,19643.58,3.29,42.12,-8.16,9,Low,0.06,11.04,-4.13,36.33,178.08,0,78.22
USA,1122.87,-133.6,-2359.32,22515.87,0.48,73.44,-6.61,18,Very high,10.24,16.06,-1.33,12.51,318.2,3,41.6
Rest,-1085.4,-73.88,-3759.48,10105.2,23.39,-15.74,-6.48,3,Medium,0,2.46,-7.57,34.53,269.2,7,3960.01
UK,-179.82,-123.98,-2944.89,11161.2,5.82,138.2,-7.28,27,Medium,0.46,15.78,-6.96,28.41,199.14,2,0
Europe,-1975.02,-108.8,-1671.12,26067,5.56,81.6,-2.67,12,Very low,0.04,1.96,-6.21,30.51,155.98,6,345.06
Europe,409.05,-116.27,-1442.64,30006.96,7.73,91.42,-3.67,9,Very high,1.68,8.56,-0.58,34.83,194.84,3,621.94
Rest,-1588.41,-92.35,-1988.49,31521.84,1.01,87.08,-6.2,9,Very low,0.04,5.96,-5.93,28.68,190.1,3,0
Europe,47.1,-66.99,-1841.49,23252.58,0.35,62.34,-11.44,12,Very high,26.14,3.54,-1.61,23.1,162.34,5,0
UK,473.97,-79.32,-2290.68,-10049.04,2.8,50.28,-10.22,15,Very low,252.72,2.76,-10.71,40.92,190.88,4,0
Europe,433.74,-181.01,-1773.93,17946.57,10.49,105.84,-4.89,21,Very low,2.1,8.7,-4.85,19.62,168.08,4,0
Europe,-634.53,-59.85,-2926.86,32637.06,5.23,22.08,-4.25,9,Medium,0.18,15.66,-4.14,34.2,212.68,6,2391.99
Rest,-1208.97,-47.51,-674.25,21119.07,0.78,-39.84,-3.42,9,Very low,0.32,7.34,-6.69,31.92,223.46,3,99.59
Rest,-168.84,-73.74,-2936.01,29913.54,8.07,99.58,-7.23,15,Low,1.28,16.3,-2.28,48.45,378.88,5,727.14
USA,434.82,-82.15,-2548.08,25318.47,2.69,43.78,-6.61,6,Very low,71.68,6.54,-9.03,40.17,111.46,2,0
Rest,-989.61,-97.43,-3003.99,25402.32,4.56,-8.54,-8.92,12,Very high,1.8,6.64,0.96,23.31,-45.42,4,1129.01
Rest,-698.55,-49.32,-3323.76,31136.76,1.81,104.3,-9.81,9,High,0.12,5.16,-7.55,13.89,186.36,4,252.58
UK,-1479.27,-81.55,-2320.35,64615.65,0.92,65.84,-10.09,21,Very low,0.38,3.32,-3.12,59.4,190.4,2,0
UK,-2306.97,-109.85,-1852.17,-3015.81,1.44,57.9,-5.41,9,Very high,108.8,5.56,-6.27,34.5,345.96,2,809.88
USA,-159.33,-109.32,-3839.37,15012.66,7.22,41.96,-10.9,18,High,156.04,3.3,-2.18,33.57,111.64,5,2720.59
Rest,-1342.41,-76.96,-2151.63,7798.44,1.95,69.5,-6.58,3,High,14.2,13.08,-7.21,28.89,125.78,9,1323.82
Rest,-795,-60.55,-4213.68,20173.38,2.63,187.9,-5.53,9,Medium,57.82,5.26,-1.92,10.14,162.6,3,23.73
UK,-1608.72,-118.95,-3685.26,23577.6,1.83,72.38,-14.09,15,Low,13.18,8.18,-0.81,37.11,374.94,5,1332.4
Europe,349.02,-120.28,-809.07,24540.12,4.2,124.62,-7.13,9,Medium,0.54,2.64,-3.75,46.14,124.64,3,0
Europe,-790.2,-101.42,-2619.03,38425.32,9.99,11.66,-6.55,21,Very low,7.08,5.92,-4.4,14.79,291.8,2,737.1
Rest,113.13,-107.28,-2142.81,12057.78,12.37,123.7,-8.16,9,Very low,15.1,12.3,-1.76,30.75,186.66,8,860.66
UK,-81.09,-46.99,-1665.54,31885.89,2.21,80.7,-3.98,18,Very high,51.2,4.5,-4.31,37.83,178.1,2,0
Rest,900.39,-132.85,-1731.54,16883.1,3.14,3.36,-1.12,3,Low,4.24,10.48,-3.74,32.88,210.22,2,214.38
UK,-1152.84,-78.72,-1959.21,43752.45,7.62,62.76,-2.41,12,Very low,15.56,15.86,-2.6,29.13,250.42,6,2418.52
UK,60.63,-94.8,-3296.82,11063.34,2.73,32.44,-4.8,9,Very low,0.08,6.98,-0.97,15.39,142.3,5,997.13
USA,-1678.56,-85.28,-1647.15,15938.67,2.26,100.1,-3.53,6,Medium,24.66,3.58,-2.64,45.51,148.44,4,80.16
USA,-325.92,-33.26,-3013.11,12880.71,2.64,6.84,-4.88,18,Very high,0.12,5.96,-7.55,23.85,230.92,3,1498.98
UK,1016.58,-86.51,-2939.1,21745.8,2.83,138.62,-3.88,6,Very high,2.98,0.36,1.85,16.71,210.82,6,0
UK,-208.29,-94.47,-2621.19,8447.79,6.3,88.62,-4.51,12,Low,7.46,17.94,-2.52,28.77,153.48,5,2160.76
Europe,-1436.07,-121.85,-4032.45,26345.31,3.25,35.14,-5.12,15,Very high,8.96,7.38,-5,21.78,-24.12,3,1699.59
Europe,-1487.88,-75.67,-1995.54,47475.54,1.19,44.7,-7.57,12,Very low,4.16,3.26,-1.82,25.11,210.66,3,0
UK,1438.47,-91.16,234.57,40928.25,3.99,196.78,-5.24,9,Very low,3.64,21.42,-0.04,45.81,242.32,7,0
UK,-875.37,-86.14,-3536.55,27657.51,1.73,193.1,-2.13,15,Very high,1.08,7.5,-5.88,57.33,193.62,3,0
Rest,-278.91,-72.12,-3265.53,57616.32,1.95,30.16,-12.24,9,Medium,3.04,6.54,-5.08,32.37,73.56,2,300.75
UK,-830.55,-109.32,-1162.11,45928.41,0.42,58.94,-8.27,12,Very low,15.24,12.52,-5.14,64.53,177.2,5,0
UK,212.01,-93.24,-2932.32,-422.31,1.84,102.12,-8.17,15,Very low,216.62,9.1,-0.65,39.18,171.6,4,0
USA,-1769.7,-80.19,-2877.57,16455.6,5.01,99.46,-6.44,6,Medium,0.36,3.26,-1.56,55.44,94.68,4,1842.27
USA,-1867.8,-87.41,-2999.7,24113.43,0.33,-5.5,-3.98,9,Very high,7.04,8.6,-3.04,42.63,292.04,3,3465.82
USA,-566.64,-112.85,-2086.5,1045.26,2.23,50.06,-7.9,12,Very low,1.38,5.7,-3.63,40.14,81.12,5,10.3
USA,-3020.49,-76.28,-1601.67,18410.49,2.03,76,-4.11,15,High,10.2,7.86,-6.97,35.1,142.74,5,1473.57
Europe,224.13,-83.95,-803.67,23411.1,6.72,88.84,-9.63,15,Medium,0.34,1.96,-6.99,30.99,292.98,8,0
Europe,-25.83,-145.76,-2374.35,26646.63,0.66,61.84,-3.22,9,High,0.42,18.76,-1.48,32.22,126.94,2,906.84
UK,-917.76,-112.14,-614.79,25820.82,2.83,82.04,-7.23,12,Low,0.56,3.14,-13.7,32.25,-105.62,5,0
Europe,-1251.3,-97.68,-3071.49,24722.88,7.7,73,-7,18,Low,0.16,1.26,-3.69,47.22,270.22,8,1115.22
USA,-1393.8,-80.65,-2349.27,24899.4,1.27,62.26,-3.53,12,Low,0.94,9.18,-3.54,37.68,188.06,6,1087.13
UK,862.62,-71.91,-2420.4,43417.14,0.57,13.26,-3.52,15,Very low,0.44,10.38,-1.94,26.4,172.76,5,0
Europe,-878.91,-71.2,-2213.19,-16334.64,2.44,-61.28,-9.02,9,Medium,1.68,11.32,-9.57,20.61,264.06,2,1613.03
UK,149.49,-70.92,-1336.47,492.15,4.73,79.74,-9.34,3,Very high,5.12,4.76,-7.26,24.66,110.88,4,419.79
Europe,-1424.4,-71.18,-566.73,41236.05,9.83,88.54,-4.15,18,Very low,0,4.34,-3.11,28.98,164.84,3,0
UK,-572.25,-85.22,-2769.48,24007.89,2.12,60.76,-7.6,6,Low,6.84,5.78,-5.16,37.38,158.1,4,413.09
Rest,128.79,-64.7,-2736.24,30886.77,5.01,118.1,-4.71,0,Very high,11550.96,17.72,-5.51,31.29,86.12,6,1302.46
USA,119.19,-45.94,-4215.9,35603.04,2.88,217.44,-4.75,15,Medium,3.5,4.12,-4.63,39.96,180.66,5,0
Rest,-1360.35,-64.3,-1613.37,25057.83,4.92,37.8,-10.38,6,Low,0.84,8.2,-6.06,33.84,206.74,1,282.5
UK,-1905.42,-148.22,-3540.6,27916.71,2.38,129.58,-8.59,18,Very low,3.32,0.74,-6.89,39,191.7,4,0
USA,-1943.91,-88.5,-1662.78,12185.88,9.07,-4.68,0.15,9,High,0.14,1.14,-4.96,26.7,215.2,5,3603.49
Rest,-387.87,-106.27,-2137.95,25267.77,5.73,31.44,-5.32,18,High,0,3.14,-1.8,28.5,129.12,3,167.75
UK,-481.89,-87.3,-3022.17,20018.16,2.57,17.34,-9.84,15,Low,9.7,12.16,-2.62,27.3,111.16,3,1234.98
Rest,-1060.83,-112.75,-2343.33,58893.12,0.04,139.34,-6.75,9,Medium,0.32,1.68,-6.78,19.68,180.5,3,0
USA,-785.4,-87.83,33.3,30803.37,1.58,70.18,-4.12,12,Medium,4.24,5.28,-5.86,45.96,347.66,4,0
Europe,-262.32,13.16,-2147.43,25190.4,4.53,70.78,-6.85,9,High,29.12,5.6,-1.32,26.28,135.8,1,166.79
UK,-764.16,-63.71,-1480.2,14425.98,3.44,47.72,-8.5,18,Very low,0.04,3.66,-4.11,33.78,73.04,5,0
USA,637.59,-64.74,-2791.56,23501.91,4.74,-7.46,-6.2,15,Very high,0.96,4.62,-5.62,35.49,187.94,5,2448.73
Rest,-2543.52,-121.32,-1226.13,38693.91,0.94,-42.72,-3.29,12,Low,0.2,8.02,-4.07,15.21,127.44,5,639.53
Rest,-1048.74,-95.13,-892.74,24800.43,2.17,37.22,-10.77,9,High,5.82,4.32,-3.72,25.68,156.52,7,294.22
USA,-1781.4,-89.28,-2706.06,26885.01,5.42,41.98,-13.65,6,High,2.52,1.98,0.82,36.66,166.44,3,2888.44
Rest,-1514.76,-135.89,-2147.43,25359.66,5.7,189,-9.23,18,Low,0.34,0.8,-4.07,32.76,173.24,5,0
UK,-1198.47,-53.91,-1911.54,17989.08,2.87,29.32,-11.72,9,Low,1.26,6.32,-3.11,28.98,107.06,1,0
Europe,-2116.44,-55.37,-2463.12,39374.22,4.64,83.34,-2.92,21,Low,4.88,3.76,-4.27,13.2,223.14,5,249.63
USA,-514.08,-52,-214.05,22936.65,10.24,163.4,-6.87,27,Low,79.58,11.82,-0.27,34.38,94.3,6,0
Europe,-1466.55,-105.88,-2872.05,35043.27,1.92,63.48,-10.14,15,High,0.04,8.94,-0.33,29.43,109.38,4,962.3
Rest,-1424.13,-36.56,-1346.34,23945.91,3.36,115.58,-9.72,12,Very low,0.06,8.72,-3.89,20.91,78.78,5,0
USA,-131.43,-88.11,-1601.1,20743.2,2.85,132.54,-8.04,12,Very high,0.24,0.98,-0.68,18.87,179.2,7,0
Europe,-1538.01,-127.6,-2713.77,8625.78,3.55,55.68,-5.06,6,High,103.16,12.9,-2.65,39.18,248.24,7,2316.92
USA,662.4,-69.69,-1605.51,23251.35,0.6,-43.54,-6.29,12,Very low,0.54,16.76,-4.1,37.29,129.62,2,418.84
Rest,-1481.31,-127.33,-2096.7,18403.26,0.98,-32.96,-9.48,9,Low,0.16,3.2,-8.51,16.29,148.16,3,322.29
USA,165.81,-165.94,-2093.79,12907.44,5.02,88.56,-1.32,21,Medium,1.16,16.78,-3.21,30.18,163.76,7,1385.72
Rest,-531.45,-110.04,-1413.09,35091.99,1.56,29.48,-4.18,21,Medium,0.98,11.12,1.19,25.2,72.84,3,0
Rest,182.07,-89.07,-2109.21,22811.34,7.72,93.26,-2.05,12,High,11.7,9.08,-7.35,27.51,310.28,5,435.31
Europe,-1796.64,-96.58,-2031.15,18596.34,6.92,83.24,-5.98,15,Very low,2.16,4.96,0.85,29.52,236.14,4,354.05
Rest,-782.4,-126.09,-2152.89,24873.66,8.96,-87.98,-8.27,18,Very low,1802.66,16.62,-4.92,34.38,95.68,9,2171.56
Europe,-591.69,-78.64,-3044.37,40577.67,2.65,71.98,-4.96,3,High,1.38,11.2,-8.69,33.03,117.54,4,1536.32
USA,-779.07,-136.06,-2770.8,32098.44,4.82,113.28,-5.47,9,High,1.6,15.72,-2.14,40.68,158.12,3,2713.38
UK,-13.17,-165.14,-3032.67,47287.53,0.68,157.8,-6.4,6,Very low,0.12,16.9,-4.12,41.4,123.6,3,0
Europe,34.44,-51.37,-2110.41,19144.14,6.94,83.42,-7.61,3,High,0.06,0.96,-7.26,28.02,186.5,3,549.05
Rest,792.69,-50.6,-1359.69,19502.64,1.21,70.8,-6.39,9,Low,1.02,6,-2.1,19.2,239.8,0,0
USA,-1340.76,-92.16,-1030.59,21342.69,4.85,57.76,-16.39,12,Low,0.04,6.3,-0.3,31.92,183,6,562.7
UK,-1372.5,-99.14,-3154.29,31375.62,2.06,130.42,-7.97,24,Very low,0.34,4.04,-1.69,18.06,228.72,7,0
Europe,-1741.26,-130.43,-2926.05,8382.36,0.57,39.98,-5.34,15,Very low,0.48,13.98,-5.81,26.61,-101.14,5,1052.74
UK,876.87,-102.35,-3721.74,17080.11,5.49,51.92,-7.75,27,High,0.86,0.5,-8.16,49.56,93.34,3,0
Europe,-368.79,-114.79,-2615.91,-10914.24,2.72,90.74,-10.96,15,Low,6.34,6.58,-7.23,29.49,187.28,3,0
UK,-632.67,-120.19,-3491.91,31069.44,7.34,143.26,-5.47,18,Very high,28.82,7.16,-4.59,29.55,176.88,4,1122.22
Europe,1448.07,-62.35,-1845.51,32948.16,8.57,33.44,-4.84,18,Very high,0.76,8.78,-4.2,27.96,40.76,2,471.76
USA,-123.63,-84.5,-3702.3,15954.6,3.48,76.48,-7.16,12,Medium,7.62,9.76,1.41,29.58,298.68,5,2171.7
Rest,-2525.85,-65.07,-1353.21,30568.05,2.28,34.66,-11.29,9,Very high,27.22,1.74,-4.64,0.96,303.04,3,336.31
Europe,-78.48,-77.54,-2805.18,25767.36,2.54,63.56,-9.35,9,Very high,4.54,5.3,-1.51,28.53,155.56,5,908.87
USA,-1544.01,-73.89,-2596.02,30566.28,3.51,52.02,-8.28,9,Low,3.22,12,-1.28,29.16,65.2,3,2369.53
Europe,-558.15,-161.47,-3455.49,54591.06,1.15,32.78,-4.61,21,Medium,43.06,12.54,-4.8,34.56,63.14,4,804.32
Rest,109.05,-86.37,-2518.92,22018.5,0.61,127.8,-7.08,24,Low,49.96,13.28,-8.08,32.61,153.74,2,0
UK,-255.27,-63.92,-1891.38,11751.27,10.6,115.02,-0.26,12,Low,0,3.4,-9.43,33.9,173.44,3,0
USA,-2603.16,-82.41,-978.45,15869.04,3.81,148.24,-3.43,12,Very low,0.6,10.54,-3.1,34.68,-6.26,7,197.74
UK,-979.29,-73.28,-1840.92,26395.26,8.26,-21.14,-3.15,9,High,6.02,2.82,5.73,50.82,252.64,3,2392.69
UK,-39.72,-81.69,-411.57,21854.85,1.63,38.48,-9.17,24,High,485.7,8.82,-9.21,29.49,61.26,3,0
UK,-1392.87,-123.61,-3025.02,22978.38,3.87,26.58,-5.62,12,Very low,0.1,3.76,-6.28,32.73,83.66,5,1312.62
Europe,-339.69,-96.92,-1858.89,12445.14,1.97,123.82,-0.23,15,Medium,5.74,10.2,-2.72,30.63,190.72,5,0
UK,-305.91,-64.5,-2105.07,28644.51,0.45,-0.16,-4.75,21,Very high,1.86,11.58,-10.56,29.19,138.46,5,1096.66
UK,540.75,-101.96,-1996.05,20826.93,2.51,60.24,-6.24,21,Very low,2.8,18.68,-0.07,32.04,380.12,4,0
USA,-641.55,-143.21,-1862.22,-14004.06,0.79,70.08,-6.93,6,Very high,0.02,3.86,-3.52,34.5,261.16,4,353.95
Europe,898.41,-103.05,-3039.15,7281.75,3.65,177.26,-7.82,12,High,4.34,11.38,1.75,40.65,-85.92,6,164.72
Rest,-1102.77,-77.46,-1401.72,47776.2,1.52,11.02,-4.98,15,Medium,1485.98,1.28,-4.62,42.54,217.6,4,0
USA,-1616.28,-70.26,-3055.08,24064.23,5.52,109.62,-10.12,12,Very low,2.92,2.38,-3.46,37.08,55.98,0,0
USA,653.79,-92.41,-1368,32139.96,2.33,74.54,-6.46,9,Very high,51.14,3.66,-4.41,32.82,255.38,2,0
UK,-1187.37,-122.93,-3176.91,24535.05,8.55,76.4,-9.33,18,Very low,6.64,7.34,0.6,46.89,136.12,4,1264.64
USA,868.65,-49.17,-2437.26,22691.19,0.91,114.38,-4.68,12,Low,11.14,4.22,-3.85,17.85,177.76,5,0
Rest,43.38,-88.4,-2449.47,16493.07,5.99,-10.6,-6.12,9,Medium,16.46,15.92,-4.8,6.21,81.42,3,1122.57
USA,878.85,-101.21,-2029.98,21260.46,0.5,87.34,-4.53,12,Very low,0.44,9.64,-8.4,22.8,135.62,3,0
UK,-1576.47,-131.17,-2923.29,14418.42,5.31,-56.04,-5.48,12,Very low,0.6,2.26,-6.05,33.84,243.84,3,2163.1
Rest,-661.98,-96.75,-1856.94,32649.84,5.12,65.94,-4.35,9,Very low,3.3,8.44,-7.72,27.87,49,6,312.91
USA,-1145.61,-108.58,-2104.59,26593.86,11.26,142.44,-6.19,9,Very high,0.38,6,-5.97,19.29,194.04,7,3464.23
USA,-63.57,-101.42,-2725.5,15925.89,3.5,59.18,-8.11,6,High,6,10.82,-3.98,43.53,284.68,8,3513.19
Rest,-179.22,-140.61,-3618.18,26987.97,3.41,-67.6,-3.78,12,Low,27,12.44,-0.95,36.93,183.76,6,1535.38
UK,-243.99,-90.83,-1925.04,22487.07,5.98,134.84,-13,15,Medium,2.16,1.84,-5.66,47.43,146.78,5,0
Rest,-2675.19,-163.82,-2005.53,-8858.19,0.8,87,-10.16,15,Very low,0.9,6.02,-5.92,38.58,224.26,3,0
USA,-1384.92,-58.75,-4847.25,-23237.73,6.34,21.04,-2.62,12,Very low,1.12,11.52,-0.8,10.89,201.26,2,3679.04
USA,-185.1,-115.08,-2089.23,31711.08,3.47,18.62,-8.35,15,Very high,0,1.4,-2.55,33.42,133.88,2,123.15
Europe,197.22,-110.48,-4283.13,-2751.3,5.84,93.26,-9.94,12,Very high,0.9,10.38,-0.05,33.39,158.98,9,2386.99
Europe,-1486.53,-58.56,-1936.77,25956.54,2.38,118.38,-8.57,6,Very low,53.78,5.22,-7.87,-8.22,295.56,4,0
Europe,-1393.89,-64.27,-2697.57,38348.58,4.15,71.48,-7.37,12,Low,0.1,1.82,-3.89,40.89,174.6,3,209.77
Europe,664.71,-71.42,-2759.67,34542.06,2.89,80.4,-5.77,15,Very low,0.5,7.3,-5.54,45.75,86.46,5,0
UK,-145.92,-124.72,-2048.55,22045.11,2.65,30.18,-6.3,9,Medium,0.5,10.78,-8.43,48.36,101.86,0,0
UK,-1017.54,-119.81,-2046.15,19218.15,2.84,60.62,-6.3,12,Low,0,13.46,-10.26,36.33,193.5,3,711.72
Europe,685.14,-177.73,-2699.7,32523.27,0.78,169.88,-3.21,24,Very low,4.56,4.52,-3.53,24.72,133.12,2,0
USA,-1164.27,-130.99,-3536.4,57151.02,5.24,16.42,-7.11,6,Very low,0.94,9.38,-3.25,13.86,188.7,2,3250.75
Europe,-1128.03,-46.84,-1434.15,30906.24,3.39,10.5,-6.21,12,High,39.06,6.68,-7.71,26.79,552.54,4,853.64
UK,-107.13,-104.28,-2377.74,-15704.91,2.37,95.48,-2.1,15,High,37.12,2.9,-6.96,9.72,146.16,6,0
USA,-2239.44,-138.28,-2703.45,30439.29,2.4,19.06,-2.43,9,Low,0.04,16.04,-5.82,21.9,220.76,2,3439.87
UK,-814.74,-109.29,-1968.27,16506.9,3.42,52.98,-7.47,9,Medium,34.16,9.12,-4.29,30.09,190.16,0,0
UK,1298.13,-45.09,-2439.48,31862.76,1.84,33.9,-3.82,9,Low,0.38,8.78,-3.58,49.32,198.94,7,399.34
Europe,-512.19,-127.43,-1972.02,-6149.22,9.3,123.3,-6.95,6,Medium,6.44,8.74,1.96,35.13,126.12,6,1277.18
Europe,396.66,-61.5,-2098.71,34703.37,5.85,5.82,-5.54,6,High,0.32,17.2,-3.55,24.78,257.1,5,2260.73
UK,-740.73,-128.45,-941.31,21498.39,2.57,25.68,-1.12,12,High,9.32,7.7,-2.62,41.04,201.86,2,0
Rest,-319.32,-47.37,-3092.25,34088.85,4.3,31.94,-9.54,9,Very high,27.08,7.84,-7.58,42.12,148.32,3,789.57
USA,-911.37,-119.8,-1338.06,23688.9,1.16,3.14,0.61,12,Low,0.94,4.86,-1.95,72.6,380.26,9,1163.87
USA,-989.97,-69.46,-1932.72,17369.01,1.65,104.2,-4.7,12,Medium,1.84,14.78,-4.08,4.38,126.76,1,16.59
Rest,-1200.42,-90.71,-3249.84,16094.94,6.96,-2.9,-11.48,0,Low,4.9,5.86,-12.3,34.62,162.24,5,1604.24
USA,-646.35,-73.68,-3806.88,11915.73,3.68,157.14,-9.98,9,Medium,1.34,3.98,-9.94,29.67,136.14,4,215.61
Europe,-1147.71,-99.33,-1841.34,20788.05,0.34,97.38,-4.58,24,High,7.38,13.74,1.13,26.52,160.46,7,261.69
Europe,-1317.84,-124.6,-3033.39,13413.57,5.42,51.14,-8.26,12,Medium,0.02,2.84,-4.16,21.39,182.78,5,1199.99
USA,615.69,-150.86,-596.16,35982.27,6.23,-8.8,-11.35,6,Very low,0.84,9.54,-8.79,20.97,131.2,3,357.9
UK,200.76,-65.61,-1745.28,13900.62,1.64,43.94,-5.18,9,Very high,0.02,17.88,-4.65,35.82,66.5,5,2186.52
UK,58.26,-81.54,-3404.1,32436.45,1.56,29.8,-6.89,18,Very low,0.18,12.24,-5.79,32.73,174.24,6,964.26
Rest,-261.12,-47.28,-1134.42,26528.43,3.01,105.6,-8.43,30,Very low,56.2,15.04,1.09,23.7,147,4,0
USA,-2058.63,-131.81,-2352.87,21074.46,3.25,117.38,-7.16,12,Very low,0.3,4.3,0.8,40.74,392.22,7,318.33
Europe,-781.29,-83.29,-1515.81,28056.72,1.49,65.12,-8.48,12,High,14.66,1.58,1.16,27.51,272.18,5,0
Rest,791.28,-69.85,-2523.99,21493.77,4.86,133.26,-6.18,9,Very low,14.58,10.68,-2.05,28.47,181.94,3,0
UK,-576.51,-75.16,-2492.01,25397.88,2.32,88.06,-6.69,18,Very low,0.56,3.16,-4.21,28.05,203.92,1,0
USA,98.1,-74.25,-1243.38,28795.32,4.27,75.78,-6.55,9,Very high,8.28,6.96,-5.48,31.14,179,4,302.43
Rest,-323.73,-58.15,-2803.05,20464.83,3.07,153.86,-4.82,9,Very low,0.42,6.52,-6.73,35.91,216.6,7,13.95
Europe,-350.79,-73,-3115.29,21117.75,3.12,50.16,-4.75,3,Low,3.06,15.1,-1.24,28.8,104.16,4,1657.03
Rest,-420.45,-36.32,-1756.32,25719.39,2.55,41.8,-2.48,12,Low,17.72,17.84,-2.77,16.71,231.94,6,578.59
Europe,-1000.29,-108.93,-1877.82,28872.99,5.26,98.62,-5.39,12,Very low,0.46,7.12,-5.13,31.47,108.64,5,171.5
Europe,449.34,-53.47,-1436.13,23807.64,0.38,73.12,-10.84,15,Very high,2.54,8.72,-7.71,38.52,209.66,5,0
Rest,-1362.21,-98.54,-2863.53,1717.05,5.96,-105.24,-10.76,21,High,0.26,7.14,-2.2,32.19,177.66,2,1265.23
UK,191.58,-39.74,-1643.1,25259.91,3.36,85.7,-10.78,18,Low,0.04,6.38,-4.44,27.3,149.36,4,0
Rest,-981.93,-63.89,-1401.78,14492.94,1.63,10.56,-9.58,12,Very high,0.02,7.14,-0.97,13.08,229.36,3,312.71
USA,-1834.89,-101.25,-2427.57,19386.66,7.27,91.86,-7.8,12,Low,18.14,8.88,-0.81,27.66,222.48,2,1318.04
USA,329.79,-28.66,-2825.37,15352.68,5.16,121.4,-6.31,12,Very low,8.62,4.78,-3.15,52.68,134.9,5,0
USA,-199.59,-95.5,-1660.14,50831.55,1.52,104.28,-7.34,6,Medium,7.74,10.42,-0.02,26.82,93.96,6,304.96
Europe,-569.19,-105.53,-1223.28,19548.57,1.43,102.88,-4.32,15,Very high,2.96,5.8,-3.48,32.34,187.74,4,0
UK,-1298.13,-175.37,-2270.49,21895.29,1.42,67.08,-7.74,6,Very high,183.66,18.16,-4.91,68.07,237.22,6,2770.51
USA,-146.01,-121.68,-2341.5,11684.31,14.62,158.82,-11.98,12,Low,522.44,13.08,-7.02,57.15,87.72,5,2846.23
Rest,-218.22,-69.31,-2067.63,1974.27,11.38,126.66,-5.01,18,Low,18.44,16.76,1.17,33.33,63.66,3,394
UK,996.45,-77.16,-3216.33,26881.95,2.41,91.22,-6.31,12,Very low,0.22,6.82,-2.9,44.22,118.62,6,0
USA,-244.05,-67.71,-2213.37,37496.34,5.25,-53.96,-6.96,21,Very high,0.08,11.5,-1.7,31.71,24.56,5,3574.85
UK,-930.45,-90.24,-2362.38,33214.59,3.42,-52.44,-6.7,12,High,27.9,1.22,-0.52,26.07,239.88,6,2362.58
Europe,-981.99,-83.76,-3248.28,27426.69,3.5,29.68,-4.84,15,High,0,5.42,-2.64,24.93,98.66,3,1050.07
UK,-1065.42,-134.84,-2425.08,21971.97,1.97,-0.1,-6.34,18,Very high,0.12,1.06,-2.35,29.22,177.08,5,971.15
Rest,-2259.51,-78.2,-3091.41,23465.82,4.41,-25.18,-7.43,3,High,7.58,3.76,-3.33,27.9,121.86,8,2132.47
Europe,11.73,-70.89,-1164.63,37416.6,2.92,60.38,-8.4,15,Low,0.56,0.78,-5.12,25.11,114.42,1,0
UK,310.8,-41.65,-2370.15,25962.54,3.81,24.44,-9.2,21,High,0.1,6.48,-0.55,69.09,178.14,5,203.69
Rest,124.8,-35.75,-2581.89,1568.13,1.26,-31.86,-8.59,6,Low,5.9,10.82,-5.95,18.39,117.3,4,647.82
UK,-1729.05,-102.46,-2335.56,3021.81,1.79,-19.68,-8.65,9,Low,0.16,24.1,-9.53,29.07,221.94,4,2902.33
Europe,-543.84,-172.16,-2511.27,13178.01,9.14,48.68,-6.45,15,Very low,5.62,6.38,-5.93,29.58,118.4,7,1251
UK,-345.48,-104.35,-2142.33,38904.69,2.04,160.54,-7.07,18,Medium,4.98,16.92,-5.41,30.84,178.26,5,0
UK,-297.72,-125.9,-2986.83,29279.64,1.31,74.5,-4.64,6,Medium,19.44,1.2,3.25,25.08,172.48,4,0
Europe,-712.95,-114.94,-1336.38,28919.94,3.26,22.34,-10.54,18,High,6.44,6.86,-13.31,38.82,222.94,4,293.55
UK,539.25,-76.55,-1051.62,35909.67,3.33,85.96,-8.17,9,Very low,0.7,3.56,-1.02,26.01,82.72,5,0
Europe,-779.85,-95.58,-574.05,27285,1.26,15.46,-10.98,15,Very high,0.1,4.14,-1.71,4.83,131.9,4,0
USA,-658.17,-28.74,-3171.96,36865.95,3.66,-24.34,-1.48,12,Very high,4.52,3.68,-8.79,49.65,180.58,3,3176.68
Europe,769.14,-91.45,-2922.09,25298.73,1.44,109.48,-5.57,18,Medium,0.54,0.6,-3.54,37.08,299.9,5,0
