F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
3.4,-3.99,-41.64,-27.06,8.3,2,2.8,-80.01,-17.68,0.72,-0.03,111,0.31,28.08,,False
15.6,-1.45,-110.64,-5.52,12.99,20,-6.84,-99.01,-8.26,60.72,-5.03,300,7.45,15.39,,False
13.7,1.16,-80.64,-10.68,15.24,20,-9.3,10.99,-10.76,180.72,-5.63,150,8.2,14.13,,True
20.2,0.36,-80.64,-7.71,15.64,20,-7.02,-49.01,-9.44,430.72,-1.68,600,7.05,12.48,8.02,True
3.14,-4.13,-47.64,-18.15,8.39,2,2.96,-73.01,-9.24,58.72,-0.6,39,0.76,25.59,,True
3.68,-4.51,-41.64,-21.12,8.35,2,3.04,-79.01,-9.86,58.72,-0.39,117,0.18,38.55,7.17,False
0.06,-5.35,-44.64,-20.19,8.63,2,1.32,-69.01,-9.86,56.72,-0.08,3,0.3,26.37,6.85,False
11.9,0.77,-80.64,-6.96,14.89,20,-4.78,0.99,-8.24,440.72,-3.1,135,8.5,12.03,8.67,True
30.5,1.13,-50.64,-3.27,14.19,20,-8.6,15.99,-10.68,100.72,-5.43,765,9.1,17.52,,True
3.28,-4.86,-47.64,-21.06,8.67,2,3.96,-71.01,-10.06,54.72,1.26,78,0.04,27.12,,False
15.4,1.29,-80.64,-9.33,14.04,20,-3.68,-34.01,-10.9,50.72,-5.21,585,8.5,11.94,,True
26.7,-1.69,-80.64,-10.5,13.34,20,-4.18,-119.01,-8.02,320.72,-1.98,180,5.45,24.72,,False
11.8,0.59,-80.64,-5.37,15.39,20,-7.42,-29.01,-11.16,280.72,-5.04,690,6.55,13.89,6,False
12.4,-0.6,-50.64,-9.18,15.64,20,-8.26,-59.01,-14.64,60.72,-5.67,990,7.25,10.68,7.23,False
18.1,0.9,-80.64,-9.12,15.29,20,-8.52,-84.01,-7.62,70.72,-5.04,420,6.55,12.48,,True
2.24,-4.98,-47.64,-18.69,8.28,0,2.62,-80.01,-11.16,18.72,0.21,78,0.69,33.66,,True
0.36,-4.22,-41.64,-22.83,8.71,2,0.9,-64.01,-13.58,68.72,-0.83,39,0.43,28.32,,False
18.4,0.08,-50.64,-10.65,13.54,20,-6.44,-69.01,-14.1,210.72,-2.03,765,7.1,13.53,,False
2.46,-4.22,-35.64,-18.75,8.38,2,1.02,-56.01,-10.06,50.72,-0.58,9,0.77,26.88,,False
0.36,-4.73,-41.64,-17.31,8.88,0,2.06,-87.01,-15.32,18.72,-0.77,69,0.13,25.17,7.12,True
12.7,-1.4,-110.64,-10.05,12.49,20,-4.3,-154.01,-12.18,390.72,-3.02,600,7.65,19.56,6.33,False
10.7,-1.52,-50.64,-25.86,13.49,20,-5.14,-4.01,-11.26,420.72,-3.31,795,9.2,13.77,,False
13.1,-3.17,-80.64,-9.36,14.99,20,-4.9,-4.01,-9.6,430.72,-4.38,105,5.65,19.2,6.81,False
0.84,-5.18,-41.64,-17.7,8.87,2,0.54,-62.01,-10.7,56.72,-0.92,87,0.67,27.9,,True
10.1,-0.27,-80.64,-6.93,14.09,20,-5.36,-79.01,-11.66,400.72,-4.71,60,8.6,12.84,,True
21.1,0.65,-50.64,-2.43,17.44,20,-9.14,-9.01,-11.06,100.72,-5.33,915,5.75,11.22,8.95,True
17.3,-0.88,-80.64,-3.51,14.09,20,-8.68,-19.01,-10.58,210.72,-4.74,450,9,11.19,,True
17.8,-1.52,-110.64,-4.35,14.39,20,-8.26,-124.01,-8.08,420.72,-5.19,675,9.4,17.4,,True
2.34,-5.03,-41.64,-25.71,8.39,2,1.48,-52.01,-11.68,-3.28,-0.06,90,0.57,35.7,,True
28,-3.11,-110.64,-12.27,14.84,20,-7.52,-164.01,-6.86,200.72,-3.09,855,5.6,12.69,6.16,False
23.2,-0.56,-110.64,-16.32,12.64,20,-5.34,-104.01,-7.68,150.72,-4.26,660,7.3,17.28,,False
2.94,-4.71,-41.64,-18.36,8.34,2,4.34,-81.01,-11.9,18.72,-0.49,99,0.29,35.73,,False
0.7,-4.01,-41.64,-18.3,8.29,2,2,-86.01,-10.16,54.72,0.76,12,0.71,29.55,8.21,False
0.48,-4.15,-47.64,-21.69,8.66,2,2.24,-88.01,-12.38,44.72,1.43,165,0.57,28.29,8.37,True
2.14,-3.77,-47.64,-22.05,8.82,2,2.12,-79.01,-11.22,84.72,2.77,195,0.65,26.31,9.03,True
26.3,0.11,-50.64,-5.1,14.89,20,-8.82,-44.01,-19.62,450.72,-5.57,1020,9.45,11.19,,False
14.1,-0.88,-80.64,-10.02,15.49,20,-8.16,-44.01,-11.6,420.72,-5,900,7.25,12.87,6.26,False
2.76,-4.87,-41.64,-22.17,8.15,2,2.36,-77.01,-10.44,16.72,-0.08,30,0.51,26.31,,False
3.02,-6.14,-44.64,-20.91,8.63,2,0.76,-69.01,-10.98,74.72,-0.59,84,0.93,31.98,,True
3.54,-3.8,-35.64,-21.75,8.27,2,0.92,-68.01,-12.54,16.72,1.68,30,1.02,25.41,8.36,True
3.24,-3.91,-41.64,-19.8,8.58,2,4.36,-50.01,-12.28,54.72,-0.61,123,0.67,36.24,,True
17.3,-0.45,-80.64,-5.28,15.84,20,-2.74,-44.01,-10.8,120.72,-4.68,975,6.15,10.95,6.51,False
1.38,-3.81,-41.64,-18.45,8.84,0,2.3,-66.01,-11.96,44.72,-0.92,117,0.29,25.41,,True
0.28,-4.84,-41.64,-20.79,8.89,2,2.02,-75.01,-14.46,8.72,1.45,3,0.63,24.9,8.03,True
3.78,-4.17,-47.64,-21.21,8.3,2,2.6,-87.01,-11.94,64.72,-0.02,18,0.64,32.7,,True
15.6,0.13,-50.64,-6.54,14.69,20,-1.82,0.99,-10.32,70.72,-2.55,360,5.3,14.43,,False
16,0.3,-50.64,-6.9,14.79,20,-6.96,-39.01,-13.12,350.72,-1.68,1020,6.25,16.23,5.82,False
10.8,-0.53,-80.64,-8.79,12.79,20,-4.62,5.99,-17.14,80.72,-1.7,735,5.55,20.34,,False
2.04,-5.61,-41.64,-21,8.55,2,1.58,-85.01,-14.48,4.72,0.56,150,0.24,26.4,7.14,False
2.86,-5.17,-41.64,-25.05,7.97,2,3,-74.01,-9.34,44.72,1.31,3,0.73,29.34,7.22,False
0.76,-5.43,-47.64,-19.44,8.69,2,5.48,-78.01,-9.9,42.72,-0.09,18,0.73,29.73,,True
23.6,-1.32,-80.64,-10.26,13.59,20,-5.66,-9.01,-10.1,40.72,-3.17,795,6.3,14.49,7.23,False
2.14,-8.53,-41.64,-18.03,8.73,2,1.6,-54.01,-10.62,58.72,1.98,9,0.92,40.95,8.54,True
12.7,0.92,-50.64,-5.28,15.24,20,-8.48,-19.01,-15.08,0.72,-5.85,345,6.55,17.34,,True
12,0.39,-80.64,-3.93,13.69,20,-7.92,-14.01,-9.44,80.72,-4.51,195,10.05,11.52,,True
1.46,-3.46,-41.64,-18.87,8.83,2,1.66,-63.01,-11.68,6.72,0.65,84,0.44,24.75,,True
2.68,-3.56,-35.64,-18.48,8.74,2,1.72,-55.01,-10.72,12.72,0.6,198,0.84,25.86,,True
2.38,-3.92,-41.64,-18.09,8.87,2,5.14,-78.01,-12.82,2.72,1.05,78,0.25,29.34,,True
2.68,-4.7,-41.64,-19.11,8.54,2,2.26,-79.01,-12.54,44.72,-0.73,78,0.05,26.52,6.88,False
13.1,-0.55,-50.64,-5.88,13.04,20,-7.02,-49.01,-11.98,120.72,-4.41,270,7.3,14.55,6.39,False
4.06,-5.02,-35.64,-28.65,8.36,2,2.5,-66.01,-12.72,30.72,1.74,69,0.02,33.06,7.49,False
17.3,1.01,-110.64,-3.54,15.79,20,-7.58,-159.01,-7.68,70.72,-6.02,1110,6.65,10.77,,True
1.96,-4.86,-41.64,-18.9,8.04,2,3.72,-77.01,-14.34,42.72,0.59,60,0.89,26.58,8.38,False
27.7,-1.67,-80.64,-19.44,12.84,20,-4.36,-99.01,-6.9,260.72,-2.23,405,5.6,17.7,7.75,False
3.38,-6.26,-47.64,-24.63,8.02,2,2.44,-85.01,-10.84,66.72,0.29,21,0.94,29.97,9.07,True
15.7,0.44,-80.64,-8.82,13.34,20,-7.92,-119.01,-9.98,230.72,-3.83,165,9.05,13.02,6.78,False
18.4,-0.53,-80.64,-6.99,15.19,20,-6.7,-139.01,-9.12,290.72,-2.14,1095,7.7,15.99,7.08,True
25,0.02,-50.64,-7.89,13.89,20,-6.1,0.99,-8.3,20.72,-5.53,300,7.8,10.98,,True
2.12,-3.98,-44.64,-20.37,7.92,2,2.68,-86.01,-9.52,62.72,0.44,0,0.84,28.68,7.29,True
14.1,0.3,-80.64,-8.67,13.79,20,-7.76,-84.01,-10.98,300.72,-4.36,1110,9.85,13.71,,False
12.1,0.04,-80.64,-14.61,13.39,10,-7,-59.01,-13.12,450.72,-1.06,780,6.45,23.97,,False
29,-1.25,-80.64,-8.16,14.09,20,-6.52,-169.01,-7.48,190.72,-3.13,495,5.35,15.87,,False
12.7,0.35,-110.64,-14.19,14.99,20,-4.66,-114.01,-11.2,160.72,-3.06,1170,5.65,18.03,5.99,False
0.68,-6.11,-47.64,-20.58,8.71,2,2.52,-84.01,-11.96,36.72,2.28,147,0.97,25.8,8.53,True
1.28,-3.41,-41.64,-19.14,8.53,0,0.58,-70.01,-10.24,-9.28,-0.94,21,0.54,25.86,8.4,True
2.78,-4.51,-41.64,-19.32,8.76,2,3.04,-86.01,-12.58,54.72,0.27,27,0.06,46.38,,True
27.2,-1.25,-50.64,-5.07,16.64,20,-7.76,-14.01,-8.98,420.72,-2.42,600,6.1,20.16,,True
12.4,-0.52,-110.64,-7.92,13.54,20,-7.02,-94.01,-14.4,430.72,-3.23,615,8.8,15.78,7.18,False
16.5,0.36,-110.64,-11.64,13.89,10,-5.56,-109.01,-9.46,280.72,-4.83,630,6.55,12.6,7.5,True
2.88,-5.2,-41.64,-23.22,8,2,2.9,-53.01,-14.04,46.72,-0.01,39,0.76,29.79,,False
3.4,-4.81,-41.64,-18.18,8.24,2,3.72,-65.01,-12.46,66.72,-0.78,75,1.06,27.12,,False
14.1,-0.11,-80.64,-2.49,17.54,20,-8.34,0.99,-11.12,330.72,-5.85,450,7.15,11.97,8.23,True
10.6,0.49,-80.64,-6.6,12.94,20,-7.22,-54.01,-12.68,200.72,-3.18,420,8.6,13.44,5.88,False
14.1,0.75,-80.64,-6.36,16.04,20,-7.82,-89.01,-12.64,350.72,-4.91,975,5.35,12.63,6.62,False
2.92,-5.96,-41.64,-29.28,8.09,2,3.12,-80.01,-13.1,70.72,-0.27,51,0.36,38.28,,False
19.4,-1.1,-80.64,-11.91,13.84,20,-5,30.99,-12.7,380.72,-4.06,30,5.85,17.04,,False
11.7,0.22,-110.64,-4.26,14.89,20,-7.6,-169.01,-8.52,360.72,-2.84,1050,8.6,19.74,,True
10.4,-1.93,-65.64,-17.88,14.49,20,-5.78,-59.01,-8.6,400.72,-0.1,15,5.4,20.25,,False
18.2,-1.77,-80.64,-4.71,14.54,20,-8.4,0.99,-12.32,40.72,-5.04,1065,6,21.9,,False
18.3,0.67,-50.64,-8.79,13.99,20,-5.02,15.99,-15.2,420.72,-5.28,915,9.75,19.11,,False
0.72,-3.97,-41.64,-19.05,8.43,2,0.74,-49.01,-11,40.72,-0.25,39,0.93,25.59,,True
4.02,-4.44,-41.64,-20.58,8.86,2,5.5,-75.01,-13.08,30.72,-0.6,18,0.36,25.11,,True
3.98,-3.83,-41.64,-20.22,8.7,2,1.02,-75.01,-11.24,4.72,0.26,54,0.43,28.02,,True
16.2,-0.82,-80.64,-12.78,12.79,20,-5.18,-159.01,-10.48,290.72,-3.1,330,7.35,22.38,6.35,False
10.2,-0.62,-80.64,-6.75,14.09,20,-5.78,-119.01,-12.16,410.72,-4.84,1050,8.15,17.55,,False
0,-3.72,-41.64,-21.54,8.68,2,0.68,-68.01,-10.46,48.72,1.33,87,0.79,31.17,8.17,True
1.42,-4.76,-41.64,-24.06,8.45,2,3.48,-60.01,-10.26,2.72,0.81,30,0.78,28.92,,True
2.22,-3.66,-41.64,-20.85,8.88,2,8.98,-82.01,-12.8,40.72,-1.02,162,0.38,25.98,7.23,True
10.1,-3.02,-110.64,-12.78,12.99,20,3.62,-89.01,-8.72,170.72,-4.04,810,6.15,15.66,,False
18.9,-0.88,-80.64,-3.09,14.99,20,-8.56,-129.01,-10.92,200.72,-6.11,855,9.6,15.24,8.76,True
25.8,-2.71,-50.64,-13.02,14.34,20,-5.34,-54.01,-12,330.72,-3.16,165,7.25,19.32,6.52,False
1.12,-4.3,-47.64,-26.13,8.59,2,0.78,-78.01,-10.88,22.72,2.28,213,0.77,29.55,,True
10.7,-0.7,-110.64,-7.56,15.39,20,-2.48,-139.01,-8.7,270.72,-5,1050,6,13.8,6.87,False
1.68,-4.67,-47.64,-17.28,8.87,2,4.6,-79.01,-9.52,12.72,-0.86,66,0.54,29.4,,True
21.5,-1.11,-80.64,-5.19,14.19,20,-8.56,-79.01,-6.98,40.72,-4.91,450,8,12.24,8.75,True
12.8,1.58,-80.64,-13.17,15.54,20,-8.12,-64.01,-10,20.72,-5.28,675,7.45,18.27,,True
3.72,-4.21,-47.64,-18.6,8.64,2,1.2,-88.01,-11.04,76.72,0.24,171,0.12,26.67,7.5,False
11.8,-1.92,-80.64,-3.96,15.04,20,-7.32,-9.01,-11.18,220.72,-3.79,870,6.7,12.66,,False
14.4,0.14,-50.64,-8.73,14.19,20,-7.92,-19.01,-12.08,100.72,-4.84,210,6.8,13.41,,False
23.7,-1.39,-80.64,-7.17,14.39,20,-6.18,-54.01,-9.68,270.72,-4.03,1050,5.75,14.07,6.92,False
4.08,-4.2,-35.64,-20.64,8.7,2,12.9,-64.01,-16.26,62.72,-0.69,63,0.7,31.26,8.18,True
13.1,-3.16,-80.64,-15.15,13.59,20,0.3,-9.01,-11.26,460.72,-3.9,390,6.75,17.01,6.22,False
21.3,-0,-80.64,-9.03,15.54,20,-5.88,10.99,-7.56,440.72,-4,255,5.15,13.77,,False
16.3,0.85,-35.64,-5.04,15.14,20,-8.4,-44.01,-12.12,270.72,-5.41,15,7.7,13.77,9.06,True
0.56,-5.26,-41.64,-24.12,8.66,2,4.3,-89.01,-10.68,48.72,-0.56,78,0.95,33.87,8.75,True
0.02,-4.4,-47.64,-22.11,8.59,2,3.06,-75.01,-16.16,50.72,0.1,6,0.35,30.6,6.24,False
23.5,0.31,-80.64,-4.62,14.09,20,-1.4,-19.01,-11,360.72,-5.08,975,10.2,15.36,6.52,False
2.78,-4.38,-41.64,-18.6,8.4,2,9.42,-50.01,-10.34,36.72,0.42,96,0.94,29.1,,True
1.98,-3.82,-35.64,-28.17,8.74,2,1.36,-67.01,-13.4,50.72,-0.04,99,0.91,29.82,,True
14.7,0.54,-50.64,-5.79,14.24,20,-7.8,15.99,-9.84,330.72,-0.82,135,7.8,28.65,6.07,False
14.8,0.51,-80.64,-4.14,16.14,20,-6.6,-54.01,-9.9,100.72,-3.89,735,8.35,10.35,,True
3.78,-4.7,-41.64,-22.05,8.49,2,1.6,-72.01,-10.08,4.72,-0.46,168,0.5,37.02,,False
3.4,-4.85,-35.64,-24.33,8.52,2,1.86,-50.01,-10.16,22.72,1.69,60,0.8,26.73,,True
2.96,-3.84,-41.64,-20.61,8.72,2,2.88,-47.01,-12.6,34.72,1.25,27,0.92,32.34,,True
25.6,-0.44,-80.64,-16.56,13.99,20,-6.6,-124.01,-6.62,380.72,-4.04,420,7.25,14.49,6.94,False
2.3,-4,-41.64,-18.6,7.95,2,1.72,-75.01,-11.24,30.72,0.92,39,0.67,26.49,6.64,False
11.5,1.03,-80.64,-7.32,15.19,20,1.64,-129.01,-7.26,150.72,-4.96,150,6.4,11.01,8.49,True
1.58,-4.12,-47.64,-21.12,8.66,2,1.48,-81.01,-10.6,34.72,2.8,9,0.17,25.53,,True
12.1,1.11,-80.64,-11.94,17.04,20,-8.34,-139.01,-9.12,200.72,-4.13,750,7.2,9.24,7.75,True
3.18,-4.91,-41.64,-24.81,8.75,2,1.22,-87.01,-9.28,56.72,-0.06,12,0.62,30.93,,True
3.66,-3.98,-47.64,-24.12,8.69,2,2.64,-75.01,-10,78.72,-0.16,24,0.52,25.44,,True
2.38,-3.68,-41.64,-18.39,8.68,2,6.44,-55.01,-15.24,62.72,-0.66,117,0.38,38.97,7.71,True
24.3,0.5,-80.64,-13.68,15.29,20,-9.24,-4.01,-12.04,0.72,-5.85,705,7.7,16.47,8.14,True
14.2,-0.15,-50.64,-2.52,17.54,20,-9.64,35.99,-14.02,300.72,-5.44,600,7.3,10.35,,False
22.6,0.27,-50.64,-10.53,14.19,20,-8.08,-64.01,-12.86,130.72,-3.43,495,6.85,13.56,,True
2.2,-4.86,-47.64,-20.13,8.64,2,0.88,-86.01,-10.12,56.72,0.61,228,0.9,28.92,8.38,True
0.5,-5.09,-41.64,-18.6,8.79,2,2,-50.01,-15.18,44.72,0.28,105,0.98,25.65,8.91,True
1.8,-5.25,-41.64,-23.76,8.45,2,8.24,-50.01,-11.28,28.72,0.48,6,0.41,25.53,7.06,False
3.16,-3.96,-41.64,-19.41,8.03,2,1.56,-75.01,-13,30.72,3.83,51,0.91,39.09,,False
11.4,-2.19,-80.64,-9.3,13.89,20,-6.62,-129.01,-11.42,430.72,-3.58,1095,8.65,27.93,,False
16,0.27,-80.64,-4.41,13.69,20,1.82,-64.01,-15.32,50.72,-5.32,420,7.5,14.31,,True
0.76,-4.66,-47.64,-21.42,8.46,0,3.3,-89.01,-10.1,46.72,-0.04,48,0.1,27.36,,True
12.3,-0.81,-80.64,-6.78,13.74,20,-3.64,-104.01,-8.64,320.72,-3.44,510,6.9,14.37,,False
2.98,-4.28,-41.64,-25.56,8.7,2,1.66,-86.01,-9.96,64.72,4.59,108,0.04,27.15,,False
23.1,0.22,-80.64,-6.66,14.09,20,-8.18,-54.01,-8.68,300.72,-4.17,930,9.3,21.06,,True
14.1,-2.36,-80.64,-11.58,13.29,20,-4.04,10.99,-10.68,90.72,-3.56,75,5.65,14.64,7.51,False
21.1,-0.12,-50.64,-5.79,15.09,20,-2.96,10.99,-11.28,340.72,-4.29,135,6.8,12.72,6.88,False
2.9,-11.7,-47.64,-21.45,8.06,2,0.98,-78.01,-9.56,-13.28,-0.15,12,0.51,26.04,,True
1.52,-7.55,-41.64,-18.06,8.78,2,5.76,-78.01,-11.12,74.72,-0.33,165,0.93,29.43,,True
11.3,-3.36,-80.64,-3.78,15.34,20,-5.66,-89.01,-16.16,100.72,-2.65,255,6.4,11.43,8.8,True
1.44,-4.49,-41.64,-30.51,8.77,2,4.74,-78.01,-18.5,62.72,0.87,45,0.33,36.27,,False
19.5,0.25,-110.64,-7.05,14.39,20,-6.24,-99.01,-11.98,320.72,-4.83,555,6.4,21.48,7.69,False
15.6,-2.92,-110.64,-5.94,15.84,20,-4.2,-104.01,-7.9,90.72,-4.99,720,6.1,12.87,,True
0.64,-6.48,-41.64,-21.69,8.74,2,2.74,-65.01,-10.58,70.72,-0.58,18,0.57,33,7.7,False
12,-1.38,-80.64,-13.14,13.49,20,-1.48,-54.01,-9,240.72,-3.53,270,6.5,15.69,,False
18.2,-2.87,-50.64,-5.31,13.34,20,-4.18,-19.01,-8.3,380.72,-4.64,150,10.15,16.17,6.45,False
15.9,-0.03,-50.64,-8.4,13.49,20,-7.34,-14.01,-10.62,230.72,-4.03,360,7.9,13.41,,False
